1.1	"\"Collins Avenue & 18th Street, Miami Beach, FL 33139, USA\",25.7939429,-80.1295286"
2.1	"\"Beta/Gamma Commons, University of South Alabama Police Department, University of South Alabama, 290 Stadium Boulevard, Mobile, AL 36688, USA\",30.6942962,-88.1838985"
3.1	"\"2451 North Rainbow Boulevard, Las Vegas, NV 89108, USA\",36.2050363,-115.2433688"
4.1	"\"2440 Walnut Grove Way, Suwanee, GA 30024, USA\",34.020399,-84.021445"
5.1	"\"66 Laurel Avenue, Waltham, MA 02453, USA\",42.3610054,-71.2353265"
6.1	"\"900 De Haro Street, San Francisco, CA 94107, USA\",37.7581193,-122.4009948"
7.1	"\"1501 Coal City Road, Coal City, WV 25823, USA\",37.696226,-81.210618"
8.1	"\"Menasha, WI, USA\",44.2022084,-88.44649729999999"
9.1	"\"East 53rd Avenue & Windflower Street, Anchorage, AK 99507, USA\",61.17325040000001,-149.8508894"
10.1	"\"10100 4th Avenue Northwest, Seattle, WA 98177, USA\",47.7026115,-122.3616846"
11.1	"\"800 Kimball Road, Red Bluff, CA 96080, USA\",40.1573162,-122.2379238"
12.1	"\"Haines Acres Shopping Center, 1094 Haines Road, York, PA 17402, USA\",39.9597625,-76.6838178"
13.1	"\"East 56th Street, Brooklyn, NY, USA\",40.64906819999999,-73.92431169999999"
14.1	"\"East 56th Street, Brooklyn, NY, USA\",40.64906819999999,-73.92431169999999"
15.1	"\"East 56th Street, Brooklyn, NY, USA\",40.64906819999999,-73.92431169999999"
16.1	"\"327 East Pascagoula Street, Jackson, MS 39201, USA\",32.2970235,-90.18378829999999"
17.1	"\"Moorland Avenue & West Robles Avenue, Santa Rosa, CA 95407, USA\",38.3944467,-122.7185966"
18.1	"\"Jackson Street & Mill Street, Brownsville, PA 15417, USA\",40.0163152,-79.8898392"
19.1	"\"3200 South Marc Drive, Tucson, AZ 85730, USA\",32.1846225,-110.8286113"
20.1	"\"7400 Woodridge Way, San Diego, CA 92114, USA\",32.6938646,-117.0335386"
21.1	"\"East 51st Street & Overbrook Drive, Austin, TX 78723, USA\",30.2970771,-97.6849063"
